eventCode,teamNumber,name,year
WAYAK,7461,Entrepreneurship Award,2022
TUIS,7466,Regional Chairman's Award,2022
GAALB,7470,Entrepreneurship Award,2022
ON263,7480,District Event Winner,2022
ONCMP,7480,Woodie Flowers Finalist Award,2022
ON306,7480,Innovation in Control Award,2022
ONCMP,7480,Autonomous Award sponsored by Ford,2022
ON263,7480,Autonomous Award sponsored by Ford,2022
ARLI,7483,Regional Finalists,2022
ARLI,7483,Wildcard,2022
CODE,7485,Regional Finalists,2022
CODE,7485,Wildcard,2022
TXAMA,7492,Industrial Design Award sponsored by General Motors,2022
TXCHA,7492,Excellence in Engineering Award,2022
TANT,7497,Industrial Design Award sponsored by General Motors,2022
MIJAC,7501,Team Spirit Award,2022
TXIRV,7503,Gracious Professionalism Award,2022
TXFOR,7506,Entrepreneurship Award,2022
TXIRV,7506,Entrepreneurship Award,2022
TXAUS,7521,District Engineering Inspiration Award,2022
ZHHA,7522,Industrial Design Award sponsored by General Motors,2022
TNKN,7525,Woodie Flowers Finalist Award,2022
TANT,7527,Regional Winners,2022
TANT,7527,Autonomous Award sponsored by Ford,2022
CAMB,7528,Regional Finalists,2022
TXFOR,7534,Judges' Award,2022
TXFOR,7535,District Event Finalist,2022
TUIS,7536,Regional Finalists,2022
TUIS,7536,Autonomous Award sponsored by Ford,2022
GAALB,7538,Judges' Award,2022
GACOL,7538,Entrepreneurship Award,2022
CAFR,7539,FIRST Dean's List Finalist Award,2022
CAFR,7539,Entrepreneurship Award,2022
TXAMA,7540,Entrepreneurship Award,2022
TXFOR,7540,Team Spirit Award,2022
IACF,7541,Regional Winners,2022
IACF,7541,Innovation in Control Award,2022
AUSC,7561,Industrial Design Award sponsored by General Motors,2022
CASF,7563,FIRST Dean's List Finalist Award,2022
CASF,7563,Woodie Flowers Finalist Award,2022
CASF,7565,Team Spirit Award,2022
NYLI,7567,Entrepreneurship Award,2022
TUIS3,7570,Creativity Award sponsored by Rockwell Automation,2022
TUIS,7576,FIRST Dean's List Finalist Award,2022
AUSC,7583,Entrepreneurship Award,2022
PABEN,7587,Gracious Professionalism Award,2022
MIWAL,7598,Imagery Award in honor of Jack Kamen,2022
QCMO2,7605,Regional Finalists,2022
QCMO1,7605,Industrial Design Award sponsored by General Motors,2022
TXCMP2,7616,District Championship Winner,2022
TXCMP,7616,District Championship Finalist,2022
INCMP,7617,District Championship Winner,2022
INWLA,7617,District Event Finalist,2022
HOPPER,7617,Team Spirit Award,2022
WILA,7619,Imagery Award in honor of Jack Kamen,2022
ON410,7623,District Event Winner,2022
TANT,7632,Regional Finalists,2022
TANT,7632,Judges' Award,2022
IDBO,7634,FIRST Dean's List Finalist Award,2022
TANT,7636,FIRST Dean's List Finalist Award,2022
TANT,7645,Regional Finalists,2022
TANT,7645,Innovation in Control Award,2022
MIJAC,7656,Gracious Professionalism Award,2022
MILAK,7658,Industrial Design Award sponsored by General Motors,2022
MIGUL,7658,Team Spirit Award,2022
ON410,7659,District Engineering Inspiration Award,2022
MIBEL,7660,Entrepreneurship Award,2022
MIMIL,7660,Team Spirit Award,2022
MICMP3,7660,Gracious Professionalism Award,2022
CADA,7667,Quality Award,2022
NCGUI,7671,Creativity Award sponsored by Rockwell Automation,2022
MXTO,7687,Team Spirit Award,2022
TXPA2,7691,District Event Finalist,2022
AZVA,7703,Regional Winners,2022
TANT,7709,Imagery Award in honor of Jack Kamen,2022
NCPEM,7715,District Event Finalist,2022
NCPEM,7715,Team Spirit Award,2022
NYLI2,7717,Team Spirit Award,2022
TUIS,7719,Imagery Award in honor of Jack Kamen,2022
ON034,7757,Team Spirit Award,2022
MIROC,7762,Creativity Award sponsored by Rockwell Automation,2022
MIKNG,7768,District Event Winner,2022
MIWAL,7769,District Event Winner,2022
MICMP3,7769,Judges' Award,2022
MITRY,7769,Autonomous Award sponsored by Ford,2022
CAMB,7777,Judges' Award,2022
MIESC,7782,Judges' Award,2022
MIKNG,7782,Creativity Award sponsored by Rockwell Automation,2022
MICMP4,7782,Imagery Award in honor of Jack Kamen,2022
MIWAL,7784,Entrepreneurship Award,2022
BCVI,7787,Judges' Award,2022
MITVC,7790,Quality Award,2022
MNDU,7797,Imagery Award in honor of Jack Kamen,2022
MIKNG,7826,District Engineering Inspiration Award,2022
CALA,7840,Team Spirit Award,2022
ISDE3,7845,District Event Finalist,2022
ISDE2,7845,District Event Finalist,2022
ISDE2,7845,Excellence in Engineering Award,2022
ISDE3,7845,Innovation in Control Award,2022
IACF,7848,Regional Winners,2022
MNMI,7850,FIRST Dean's List Finalist Award,2022
MNMI,7850,Imagery Award in honor of Jack Kamen,2022
MIDET,7856,Gracious Professionalism Award,2022
DC319,7886,Judges' Award,2022
NCGUI,7890,District Event Finalist,2022
ON306,7902,District Event Winner,2022
ON273,7902,Excellence in Engineering Award,2022
NYRO,7903,Judges' Award,2022
MELEW,7907,District Event Finalist,2022
MIKEN,7911,District Event Finalist,2022
CASD,8006,Regional Winners,2022
ZHHA,8011,Excellence in Engineering Award,2022
NHGRS,8013,Imagery Award in honor of Jack Kamen,2022
TXPA2,8019,District Event Finalist,2022
TXPA2,8019,Excellence in Engineering Award,2022
TXCMP1,8019,Excellence in Engineering Award,2022
TXFOR,8019,Imagery Award in honor of Jack Kamen,2022
TANT,8020,Regional Engineering Inspiration Award,2022
TANT,8020,FIRST Dean's List Finalist Award,2022
CADA,8020,Regional Finalists,2022
CADA,8020,Industrial Design Award sponsored by General Motors,2022
NVLV,8022,Regional Winners,2022
NVLV,8022,Wildcard,2022
MELEW,8023,District Event Winner,2022
IACF,8024,Regional Finalists,2022
WILA,8024,Regional Finalists,2022
CMPTX,8027,FIRST Dean's List Award,2022
PACA,8027,FIRST Dean's List Finalist Award,2022
PACA,8027,Judges' Award,2022
CADA,8033,Regional Engineering Inspiration Award,2022
CASJ,8033,FIRST Dean's List Finalist Award,2022
OHCL,8037,Regional Engineering Inspiration Award,2022
FLTA,8044,Autonomous Award sponsored by Ford,2022
NECMP2,8046,District Championship Finalist,2022
WAAHS,8051,District Event Winner,2022
TUIS3,8054,Regional Winners,2022
TXDRI,8055,District Engineering Inspiration Award,2022
TXFOR,8055,Quality Award,2022
TXCMP1,8055,Innovation in Control Award,2022
TUIS2,8058,Regional Winners,2022
TUIS2,8058,Wildcard,2022
QCMO3,8067,FIRST Dean's List Finalist Award,2022
QCMO3,8067,Regional Winners,2022
QCMO3,8067,Gracious Professionalism Award,2022
NJSKI,8075,Creativity Award sponsored by Rockwell Automation,2022
TUIS3,8079,Regional Finalists,2022
TUIS3,8079,Woodie Flowers Finalist Award,2022
GACMP,8080,District Championship Finalist,2022
BCVI,8082,Regional Finalists,2022
GADAL,8083,Quality Award,2022
GACMP,8083,Quality Award,2022
GACAR,8083,Quality Award,2022
TUIS2,8084,Regional Finalists,2022
CTWAT,8085,District Event Finalist,2022
NECMP1,8085,Judges' Award,2022
CTHAR,8085,Team Spirit Award,2022
CTWAT,8085,Team Spirit Award,2022
AZFL,8087,Regional Finalists,2022
AZFL,8087,Imagery Award in honor of Jack Kamen,2022
TXDRI,8088,Innovation in Control Award,2022
ON409,8089,District Event Winner,2022
ON325,8089,District Event Finalist,2022
ON325,8089,Judges' Award,2022
TXAUS,8114,Judges' Award,2022
NJTAB,8117,Creativity Award sponsored by Rockwell Automation,2022
CASD,8119,Regional Finalists,2022
ILCH,8122,Regional Winners,2022
ILPE,8122,Regional Winners,2022
ILCH,8122,Wildcard,2022
QCMO2,8132,Regional Winners,2022
NJSKI,8139,Judges' Award,2022
TXAUS,8144,District Event Winner,2022
TUIS,8146,Quality Award,2022
TUIS2,8151,Creativity Award sponsored by Rockwell Automation,2022
TUIS2,8153,Regional Chairman's Award,2022
TUIS2,8158,Regional Finalists,2022
CASF,8159,Regional Engineering Inspiration Award,2022
TUIS3,8166,Team Spirit Award,2022
TANT,8169,Creativity Award sponsored by Rockwell Automation,2022
ZHHA,8172,Innovation in Control Award,2022
TXPA2,8177,District Event Winner,2022
TXCHA,8177,District Event Winner,2022
TXCHA,8177,Industrial Design Award sponsored by General Motors,2022
TXPA2,8177,Innovation in Control Award,2022
TXCMP2,8177,Imagery Award in honor of Jack Kamen,2022
MISAL,8179,Creativity Award sponsored by Rockwell Automation,2022
NDGF,8188,Regional Finalists,2022
ZHHA,8214,Judges' Award,2022
DC312,8217,District Event Finalist,2022
ISDE1,8223,Creativity Award sponsored by Rockwell Automation,2022
ISDE4,8223,Innovation in Control Award,2022
QCMO2,8224,Judges' Award,2022
DC320,8230,Imagery Award in honor of Jack Kamen,2022
INKOK,8232,Imagery Award in honor of Jack Kamen,2022
WABON,8248,Entrepreneurship Award,2022
WASNO,8248,Gracious Professionalism Award,2022
NYLI,8267,Regional Finalists,2022
MIWOO,8280,District Event Finalist,2022
NDGF,8298,Entrepreneurship Award,2022
WAAHS,8303,District Event Finalist,2022
NCGRE,8304,Judges' Award,2022
OKTU,8307,Judges' Award,2022
DC313,8326,Judges' Award,2022
MIWAL,8332,District Event Winner,2022
MIWAL,8332,Autonomous Award sponsored by Ford,2022
CODE,8334,Entrepreneurship Award,2022
MIDET,8352,Quality Award,2022
MIMCC,8364,Judges' Award,2022
MIWOO,8368,Judges' Award,2022
MILAK,8373,Judges' Award,2022
CASJ,8404,Regional Finalists,2022
TXPA2,8405,Team Spirit Award,2022
TXAMA,8408,District Event Finalist,2022
MIFOR,8423,Gracious Professionalism Award,2022
NCGRE,8429,Entrepreneurship Award,2022
TXAMA,8507,Highest Rookie Seed,2022
TXDRI,8507,Rookie Inspiration Award,2022
TXCMP,8512,FIRST Dean's List Finalist Award,2022
TXAMA,8512,District Event Winner,2022
TXAMA,8512,Rookie Inspiration Award,2022
NJSKI,8513,District Event Winner,2022
NJSKI,8513,Highest Rookie Seed,2022
MRCMP,8513,Highest Rookie Seed,2022
MRCMP,8513,District Championship Rookie All Star Award,2022
NJSKI,8513,Rookie All Star Award,2022
TXCMP,8515,FIRST Dean's List Finalist Award,2022
TXCHA,8515,Gracious Professionalism Award,2022
MNMI,8516,Regional Winners,2022
MNMI,8516,Wildcard,2022
TURING,8516,Championship Division Highest Rookie Seed,2022
MNMI,8516,Rookie All Star Award,2022
MIMID,8517,Highest Rookie Seed,2022
MICMP4,8517,Highest Rookie Seed,2022
MIESC,8517,Highest Rookie Seed,2022
MIESC,8517,Rookie All Star Award,2022
MICMP4,8517,Rookie Inspiration Award,2022
MIESC,8517,Rookie Inspiration Award,2022
MIMID,8517,Quality Award,2022
MIMIL,8519,Highest Rookie Seed,2022
MIBEL,8519,Rookie All Star Award,2022
MIMIL,8519,Rookie Inspiration Award,2022
CAOC,8521,Regional Finalists,2022
CAOC,8521,Highest Rookie Seed,2022
CAOC,8521,Rookie All Star Award,2022
TXCMP2,8528,Highest Rookie Seed,2022
TXAMA,8528,Rookie All Star Award,2022
WILA,8531,Highest Rookie Seed,2022
WILA,8531,Rookie All Star Award,2022
WASPO,8532,District Event Winner,2022
WAYAK,8532,District Event Winner,2022
WASPO,8532,Highest Rookie Seed,2022
PNCMP,8532,Highest Rookie Seed,2022
WAYAK,8532,Highest Rookie Seed,2022
WAYAK,8532,Rookie All Star Award,2022
WASPO,8532,Gracious Professionalism Award,2022
CAVE,8533,Highest Rookie Seed,2022
CAVE,8533,Rookie Inspiration Award,2022
CASD,8537,Highest Rookie Seed,2022
CAPH,8537,Rookie All Star Award,2022
CASD,8537,Rookie All Star Award,2022
MAWOR,8544,Highest Rookie Seed,2022
NECMP1,8544,Highest Rookie Seed,2022
MAWOR,8544,Rookie All Star Award,2022
MACMA,8544,Rookie Inspiration Award,2022
IDBO,8546,Regional Winners,2022
IDBO,8546,Wildcard,2022
IDBO,8546,Rookie All Star Award,2022
IDBO,8551,Highest Rookie Seed,2022
TUIS3,8555,Industrial Design Award sponsored by General Motors,2022
TUIS3,8555,Highest Rookie Seed,2022
TXPA2,8556,Rookie Inspiration Award,2022
TUIS3,8557,Rookie All Star Award,2022
MXTO,8558,Highest Rookie Seed,2022
MXTO,8558,Rookie Inspiration Award,2022
TUIS,8561,Regional Winners,2022
TUIS,8561,Highest Rookie Seed,2022
TUIS,8561,Excellence in Engineering Award,2022
INCOL,8564,Highest Rookie Seed,2022
INCOL,8564,Rookie All Star Award,2022
INCMP,8564,Rookie Inspiration Award,2022
INWLA,8564,Rookie Inspiration Award,2022
MAREA,8567,Highest Rookie Seed,2022
MAREA,8567,Rookie All Star Award,2022
MAWOR,8567,Rookie Inspiration Award,2022
TXPA2,8573,Highest Rookie Seed,2022
TXCMP,8573,District Championship Rookie All Star Award,2022
TXAUS,8573,Rookie All Star Award,2022
GALILEO,8573,Rookie All Star Award,2022
TXPA2,8573,Imagery Award in honor of Jack Kamen,2022
ON273,8574,Highest Rookie Seed,2022
ONCMP,8574,District Championship Rookie All Star Award,2022
ON410,8574,Rookie All Star Award,2022
ON273,8574,Rookie Inspiration Award,2022
SCAN,8575,Highest Rookie Seed,2022
TNKN,8575,Highest Rookie Seed,2022
SCAN,8575,Rookie All Star Award,2022
TNKN,8575,Rookie Inspiration Award,2022
TXCHA,8576,District Event Winner,2022
TXCHA,8576,Highest Rookie Seed,2022
TXCHA,8576,Rookie All Star Award,2022
TXPA2,8576,Creativity Award sponsored by Rockwell Automation,2022
GADAL,8577,Judges' Award,2022
TANT,8584,Highest Rookie Seed,2022
TANT,8584,Quality Award,2022
NDGF,8586,Rookie All Star Award,2022
NJBRI,8588,Highest Rookie Seed,2022
NJFLA,8588,Rookie All Star Award,2022
NJBRI,8588,Rookie Inspiration Award,2022
DC320,8590,Highest Rookie Seed,2022
DC306,8590,Highest Rookie Seed,2022
GALILEO,8590,Championship Division Highest Rookie Seed,2022
CHCMP,8590,District Championship Rookie All Star Award,2022
DC306,8590,Rookie All Star Award,2022
DC320,8590,Rookie Inspiration Award,2022
DC327,8592,Highest Rookie Seed,2022
DC327,8592,Rookie All Star Award,2022
TUIS,8599,Regional Winners,2022
TUIS,8599,Rookie Inspiration Award,2022
MAWNE,8604,Rookie All Star Award,2022
MABOS,8604,Rookie Inspiration Award,2022
MILAK,8608,Highest Rookie Seed,2022
MIJAC,8608,Highest Rookie Seed,2022
MILAK,8608,Rookie All Star Award,2022
TXAUS,8610,District Event Finalist,2022
TXDRI,8610,Highest Rookie Seed,2022
TXDRI,8610,Rookie All Star Award,2022
MITVC,8611,Highest Rookie Seed,2022
MIKEN,8611,Highest Rookie Seed,2022
MITVC,8611,Rookie Inspiration Award,2022
MIKEN,8611,Rookie Inspiration Award,2022
MIFOR,8612,District Event Finalist,2022
MIWMI,8612,Highest Rookie Seed,2022
MIFOR,8612,Rookie All Star Award,2022
MICMP2,8612,Rookie Inspiration Award,2022
MIWMI,8612,Rookie Inspiration Award,2022
HIHO,8615,Highest Rookie Seed,2022
DC313,8622,Highest Rookie Seed,2022
DC305,8622,Highest Rookie Seed,2022
DC313,8622,Rookie Inspiration Award,2022
CHCMP,8622,Rookie Inspiration Award,2022
DC305,8622,Rookie Inspiration Award,2022
TXFOR,8625,Rookie All Star Award,2022
MABOS,8626,Highest Rookie Seed,2022
MABOS,8626,Rookie All Star Award,2022
NJSKI,8628,Rookie Inspiration Award,2022
NCGRE,8634,Highest Rookie Seed,2022
NCGUI,8634,Highest Rookie Seed,2022
NCCMP,8634,Judges' Award,2022
NCGUI,8634,Rookie All Star Award,2022
WILA,8700,Rookie Inspiration Award,2022
WILA,8701,Regional Engineering Inspiration Award,2022
WIMI,8701,Highest Rookie Seed,2022
WIMI,8701,Rookie All Star Award,2022
HOPPER,8701,Rookie All Star Award,2022
PABEN,8706,Rookie Inspiration Award,2022
PABEN,8707,Highest Rookie Seed,2022
PAPHI,8707,Highest Rookie Seed,2022
PABEN,8707,Rookie All Star Award,2022
PAPHI,8707,Rookie Inspiration Award,2022
TURING,8708,Rookie All Star Award,2022
NHGRS,8708,Rookie All Star Award,2022
NECMP1,8708,Rookie Inspiration Award,2022
MAWNE,8709,Highest Rookie Seed,2022
NECMP,8709,District Championship Rookie All Star Award,2022
MACMA,8709,Rookie All Star Award,2022
MAWNE,8709,Rookie Inspiration Award,2022
OKTU,8711,Regional Winners,2022
OKOK,8711,Woodie Flowers Finalist Award,2022
OKTU,8711,Wildcard,2022
OKTU,8711,Highest Rookie Seed,2022
OKOK,8711,Highest Rookie Seed,2022
NEWTON,8711,Championship Division Highest Rookie Seed,2022
NEWTON,8711,Rookie All Star Award,2022
OKOK,8711,Rookie All Star Award,2022
OKTU,8711,Rookie Inspiration Award,2022
OHCL,8713,Rookie Inspiration Award,2022
NJBRI,8714,Rookie All Star Award,2022
NVLV,8717,Regional Winners,2022
NVLV,8717,Wildcard,2022
NVLV,8717,Highest Rookie Seed,2022
NVLV,8717,Rookie All Star Award,2022
ROEBLING,8717,Rookie Inspiration Award,2022
OHCL,8718,Wildcard,2022
OHCL,8718,Highest Rookie Seed,2022
OHCL,8718,Rookie All Star Award,2022
MOSL,8719,Highest Rookie Seed,2022
MOSL,8719,Rookie Inspiration Award,2022
NVLV,8720,Rookie Inspiration Award,2022
MACMA,8724,Highest Rookie Seed,2022
NHGRS,8724,Highest Rookie Seed,2022
NHGRS,8724,Rookie Inspiration Award,2022
DC327,8726,District Event Finalist,2022
CHCMP,8726,Highest Rookie Seed,2022
DC313,8726,Rookie All Star Award,2022
DC327,8726,Entrepreneurship Award,2022
CHCMP,8726,Gracious Professionalism Award,2022
NCPEM,8727,Highest Rookie Seed,2022
NCCMP,8727,Highest Rookie Seed,2022
NCASH,8727,Highest Rookie Seed,2022
NCASH,8727,Rookie All Star Award,2022
NCCMP,8727,Rookie Inspiration Award,2022
NCPEM,8727,Quality Award,2022
MIROC,8728,Highest Rookie Seed,2022
MICMP2,8728,Highest Rookie Seed,2022
MIBEL,8728,Highest Rookie Seed,2022
MICMP,8728,District Championship Rookie All Star Award,2022
MIROC,8728,Rookie All Star Award,2022
MIBEL,8728,Rookie Inspiration Award,2022
ON034,8729,District Event Finalist,2022
ON034,8729,Highest Rookie Seed,2022
ON325,8729,Rookie All Star Award,2022
ON034,8729,Rookie Inspiration Award,2022
ON273,8731,Rookie All Star Award,2022
ON306,8731,Rookie Inspiration Award,2022
LAKE,8732,Highest Rookie Seed,2022
LAKE,8732,Rookie All Star Award,2022
NEWTON,8732,Rookie Inspiration Award,2022
CARVER,8733,Championship Division Highest Rookie Seed,2022
ALHU,8733,Rookie All Star Award,2022
ON306,8735,Highest Rookie Seed,2022
GADAL,8736,District Event Winner,2022
GACAR,8736,District Event Winner,2022
GADAL,8736,Highest Rookie Seed,2022
GACMP,8736,Highest Rookie Seed,2022
